,Тип рынка,Функциональная зона,"Общая площадь,
кв.м","Жилая площадь,
кв.м","Площадь кухни,
кв.м",Год постройки,Тип дома,Класс,Этаж,Этажность,Тип этажа,Количество комнат,Парковка,Материал стен,"Цена предложения,
руб.","Удельная цена, руб./кв.м",Актуальность на дату послед. проверки,Колич.  Просмотр.,Колич.  Просм. в день,"Остановка
м","Парк
м","Центр
км","Станция метро
м","Школа
м","Детский сад
м",Месяц создания,Год создания,Месяц парсинга,Год парсинга,Месяц последней проверки,Год последней проверки
0,2,1,45.70000076293945,27.299999237060547,7.0,1975,2,2,8,9.0,2.0,2,0,2,4350000,95186,0,7,0.29,168,921,13,6065,148.0,161.0,9,2022,9,2022,9,2022
1,2,1,38.099998474121094,22.700000762939453,7.0,1974,2,2,4,9.0,2.0,2,1,2,4200000,110236,1,8,0.25,401,426,10,935,386.0,217.0,9,2022,9,2022,9,2022
2,2,1,53.400001525878906,25.0,14.0,2007,3,2,2,9.0,2.0,1,0,1,9350000,175094,1,7,0.29,215,406,2,1605,412.0,336.0,9,2022,9,2022,9,2022
3,2,1,56.0,33.20000076293945,8.600000381469727,1958,1,2,5,5.0,3.0,2,1,1,5200000,92857,1,9,0.22,161,974,9,165,306.0,47.0,9,2022,9,2022,9,2022
4,2,1,43.0,19.0,12.0,2009,3,2,1,17.0,1.0,1,1,1,4999990,116279,0,6,0.33,292,529,10,3011,550.0,238.0,9,2022,9,2022,9,2022
5,2,1,58.0,41.0,6.0,1977,1,2,3,5.0,2.0,4,1,2,5300000,91379,1,16,0.12,257,328,10,1537,446.0,104.0,9,2022,9,2022,9,2022
6,2,3,43.0,33.0,6.0,1965,1,2,4,5.0,2.0,2,0,1,6700000,155814,1,6,0.33,160,255,2,840,563.0,372.0,9,2022,9,2022,9,2022
7,2,1,31.0,18.0,6.5,1967,2,2,5,6.0,2.0,1,0,1,3290000,106129,0,4,0.5,318,319,10,3425,877.0,157.0,9,2022,9,2022,9,2022
8,2,1,19.0,13.0,3.0,1977,1,2,4,5.0,2.0,1,0,1,2550000,134211,0,10,0.1,96,267,7,1039,65.0,244.0,4,2022,5,2022,9,2022
9,2,2,36.79999923706055,17.799999237060547,10.100000381469727,1993,1,2,5,5.0,3.0,1,1,1,3300000,89674,1,10,0.1,385,369,19,5346,1098.0,210.0,4,2022,5,2022,9,2022
10,2,1,73.0,39.20000076293945,17.600000381469727,2009,3,2,11,19.0,2.0,2,1,1,11500000,157534,1,10,0.1,470,448,3,1075,270.0,542.0,3,2022,4,2022,9,2022
11,2,2,57.70000076293945,41.29999923706055,5.800000190734863,1967,1,2,1,5.0,1.0,3,0,1,5900000,102253,1,9,0.11,171,1676,10,4701,136.0,175.0,3,2022,4,2022,9,2022
12,2,2,32.900001525878906,18.0,8.0,1989,1,2,3,5.0,2.0,1,0,1,3200000,97264,0,22,0.05,296,353,18,5139,971.0,354.0,1,2022,2,2022,9,2022
13,2,1,45.0,33.0,6.0,1969,1,2,3,5.0,2.0,2,0,1,3890000,86444,0,21,0.05,205,233,12,1524,262.0,165.0,1,2022,2,2022,9,2022
14,2,2,32.900001525878906,18.0,8.0,1989,1,2,3,5.0,2.0,1,0,1,3200000,97264,0,8,0.38,296,353,18,5139,971.0,354.0,1,2022,4,2022,5,2022
15,2,4,250.0,104.0,45.0,1995,2,2,16,16.0,3.0,5,0,2,25000000,100000,1,11,0.09,189,664,6,5542,309.0,499.0,1,2022,2,2022,9,2022
16,2,1,43.599998474121094,27.600000381469727,7.099999904632568,1978,2,2,3,9.0,2.0,2,0,2,4500000,103211,1,9,0.11,568,1012,14,2285,233.0,210.0,1,2022,2,2022,9,2022
17,2,1,45.0,30.0,6.0,1967,1,2,4,5.0,2.0,2,0,1,3500000,77778,1,22,0.09,144,1274,9,4961,846.0,382.0,8,2022,2,2022,9,2022
18,2,6,32.099998474121094,17.100000381469727,5.099999904632568,1959,1,2,4,5.0,2.0,1,1,1,4550000,141745,1,7,0.29,69,267,13,473,262.0,502.0,8,2022,2,2022,9,2022
19,2,1,32.0,19.100000381469727,5.599999904632568,1991,1,2,5,5.0,3.0,1,0,2,4100000,128125,0,8,0.0,125,1057,4,3026,446.0,233.0,8,2022,8,2022,8,2022
20,2,1,44.0,18.200000762939453,9.899999618530273,2013,3,2,3,12.0,2.0,1,0,1,6580000,149545,1,24,0.04,181,122,5,236,103.0,263.0,8,2022,8,2022,9,2022
21,2,1,68.30000305175781,45.0,8.0,1993,2,2,8,10.0,2.0,3,0,1,9500000,139092,1,17,0.06,259,191,4,176,259.0,162.0,8,2022,8,2022,9,2022
22,2,1,49.29999923706055,20.899999618530273,11.600000381469727,2012,3,2,10,18.0,2.0,1,0,1,6350000,128803,0,9,0.22,595,539,5,554,443.0,284.0,8,2022,8,2022,5,2022
23,2,1,84.5,51.5,11.699999809265137,2012,3,2,9,10.0,2.0,3,1,1,15900000,188166,0,10,0.2,399,868,5,4906,190.0,317.0,8,2022,8,2022,8,2022
24,2,1,37.0,16.600000381469727,8.199999809265137,1984,2,2,4,12.0,2.0,1,0,1,4700000,127027,1,11,0.18,177,473,7,1567,555.0,192.0,8,2022,8,2022,9,2022
25,2,1,60.5,44.70000076293945,6.900000095367432,1990,2,2,5,9.0,2.0,3,0,2,4860000,80331,0,9,0.22,221,445,11,4780,262.0,313.0,8,2022,8,2022,8,2022
26,2,1,32.79999923706055,18.0,8.100000381469727,1984,2,2,9,9.0,3.0,1,0,2,4000000,121951,0,6,0.33,225,594,13,1404,587.0,76.0,8,2022,8,2022,8,2022
27,2,1,44.400001525878906,28.0,5.599999904632568,1961,1,2,4,5.0,2.0,2,0,1,4750000,106982,0,30,0.07,63,207,14,803,275.0,39.0,8,2022,8,2022,9,2022
28,2,1,31.5,18.200000762939453,6.199999809265137,1970,1,2,5,5.0,3.0,1,1,1,3400000,107937,1,20,0.1,20,216,12,1471,454.0,154.0,8,2022,8,2022,9,2022
29,2,1,99.30000305175781,47.099998474121094,11.399999618530273,1958,1,2,3,5.0,2.0,3,1,1,8950000,90131,1,18,0.11,189,1107,9,157,189.0,115.0,8,2022,8,2022,9,2022
30,2,1,40.400001525878906,28.100000381469727,5.599999904632568,1960,1,2,5,5.0,3.0,2,0,1,4500000,111386,1,19,0.11,119,115,13,737,206.0,214.0,8,2022,8,2022,9,2022
31,2,1,33.0,17.0,8.199999809265137,1989,2,2,6,9.0,2.0,1,1,2,4500000,136364,1,26,0.08,438,658,5,485,408.0,368.0,8,2022,8,2022,9,2022
32,2,1,63.400001525878906,43.79999923706055,7.0,1985,2,2,9,9.0,3.0,3,0,2,5800000,91483,0,4,0.25,509,543,8,1925,254.0,158.0,8,2022,8,2022,8,2022
33,2,1,52.70000076293945,33.900001525878906,6.199999809265137,1974,1,2,1,5.0,1.0,3,0,1,4500000,85389,0,9,0.0,185,515,6,836,191.0,214.0,12,2022,12,2022,8,2022
34,2,2,77.5,44.20000076293945,12.0,1976,2,2,9,9.0,3.0,3,1,2,6500000,83871,0,17,0.0,292,422,6,4817,230.0,91.0,12,2022,12,2022,7,2022
35,2,4,29.0,16.600000381469727,6.599999904632568,1989,2,2,1,6.0,1.0,1,0,1,2600000,89655,0,26,0.0,317,788,7,1694,113.0,731.0,12,2022,12,2022,9,2022
36,2,1,63.79999923706055,45.0,7.199999809265137,1976,2,2,6,9.0,2.0,3,1,1,7200000,112853,1,26,0.0,166,236,10,1213,115.0,69.0,12,2022,12,2022,9,2022
37,2,1,45.0,35.0,6.0,1975,2,2,9,9.0,3.0,2,0,1,4200000,93333,0,9,0.0,611,436,11,598,221.0,369.0,12,2022,12,2022,8,2022
38,2,1,40.099998474121094,21.0,10.899999618530273,1970,1,2,3,5.0,2.0,1,0,1,4000000,99751,1,25,0.04,316,396,10,1246,238.0,110.0,11,2022,12,2022,9,2022
39,2,4,30.0,17.0,6.5,1967,1,2,4,5.0,2.0,1,0,1,3470000,115667,1,22,0.05,103,1546,9,3022,304.0,265.0,11,2022,12,2022,9,2022
40,2,2,46.0,30.0,6.0,1972,2,2,4,9.0,2.0,2,1,1,4370000,95000,1,21,0.05,310,1026,15,1701,236.0,119.0,11,2022,12,2022,9,2022
41,2,1,42.900001525878906,28.700000762939453,5.599999904632568,1965,1,2,5,5.0,3.0,2,0,1,4100000,95571,1,26,0.04,101,577,14,1162,198.0,102.0,11,2022,12,2022,9,2022
42,2,3,45.0,28.600000381469727,5.099999904632568,1961,1,2,3,5.0,2.0,2,0,1,6700000,148889,0,4,0.25,223,188,1,913,338.0,473.0,10,2022,11,2022,11,2022
43,2,7,45.400001525878906,28.799999237060547,5.699999809265137,1973,1,2,1,5.0,1.0,2,0,2,4900000,107930,0,3,0.33,384,1058,9,1128,1100.0,969.0,10,2022,11,2022,11,2022
44,2,1,39.0,25.0,6.0,1969,1,2,2,5.0,2.0,2,0,2,3900000,100000,0,34,0.03,272,361,14,1261,264.0,97.0,10,2022,11,2022,9,2022
45,2,1,45.0,30.200000762939453,5.400000095367432,1967,1,2,1,5.0,1.0,2,0,2,4400000,97778,1,20,0.05,135,376,7,702,224.0,137.0,10,2022,11,2022,9,2022
46,2,1,63.79999923706055,43.79999923706055,7.400000095367432,1988,2,2,8,9.0,2.0,3,0,2,7200000,112853,1,23,0.04,95,739,6,1346,310.0,143.0,10,2022,11,2022,9,2022
47,2,1,30.0,20.0,6.0,1940,1,2,1,2.0,1.0,2,0,4,3000000,100000,1,22,0.05,414,551,7,2146,251.0,259.0,10,2022,11,2022,9,2022
48,2,1,30.799999237060547,16.299999237060547,5.0,2013,3,2,8,11.0,2.0,1,1,1,4500000,146104,0,10,0.1,177,440,14,1077,504.0,308.0,10,2022,11,2022,8,2022
49,2,1,48.900001525878906,28.299999237060547,7.5,1964,2,2,2,9.0,2.0,2,0,2,5600000,114519,0,24,0.04,24,80,0,1526,136.0,803.0,10,2022,11,2022,9,2022
50,2,3,51.5,31.700000762939453,7.900000095367432,1917,4,2,3,3.0,3.0,2,0,1,8900000,172816,1,19,0.05,199,186,1,1547,246.0,353.0,6,2022,7,2022,9,2022
51,2,6,75.80000305175781,59.0,11.0,1975,2,2,11,12.0,2.0,4,1,1,8980000,118470,0,6,0.17,152,254,8,3903,879.0,296.0,6,2022,7,2022,8,2022
52,2,1,40.70000076293945,29.600000381469727,5.199999809265137,1961,1,2,5,5.0,3.0,2,0,1,4630000,113759,1,18,0.06,167,140,14,978,393.0,199.0,6,2022,7,2022,9,2022
53,2,1,30.399999618530273,16.799999237060547,6.0,1975,1,2,2,5.0,2.0,1,0,1,3800000,125000,1,16,0.06,198,238,4,2760,570.0,140.0,4,2022,5,2022,9,2022
54,2,1,31.799999237060547,17.100000381469727,6.400000095367432,1971,1,2,4,5.0,2.0,1,0,1,3650000,114780,1,14,0.07,59,642,8,739,516.0,178.0,4,2022,5,2022,9,2022
55,2,1,42.29999923706055,27.899999618530273,5.5,1963,1,2,3,5.0,2.0,2,0,1,3850000,91017,0,6,0.33,324,578,8,1793,43.0,329.0,2,2022,4,2022,5,2022
56,2,1,36.0,19.200000762939453,7.099999904632568,1994,2,2,9,14.0,2.0,1,0,1,3300000,91667,1,34,0.06,36,396,11,4853,2406.0,244.0,2,2022,4,2022,9,2022
57,2,1,50.0,28.399999618530273,7.900000095367432,1989,1,2,4,5.0,2.0,2,0,1,5200000,104000,0,5,0.4,137,125,10,5168,102.0,136.0,2,2022,4,2022,5,2022
58,2,1,57.0,38.400001525878906,8.800000190734863,1977,2,2,4,9.0,2.0,3,0,2,7100000,124561,1,30,0.07,148,569,5,348,257.0,353.0,2,2022,4,2022,9,2022
59,2,1,48.29999923706055,32.0,6.0,1969,1,2,4,5.0,2.0,2,1,2,4600000,95238,1,28,0.04,176,773,13,6047,303.0,92.0,1,2022,2,2022,9,2022
60,2,1,43.0,19.0,8.0,2012,3,2,7,10.0,2.0,1,1,1,5750000,133721,0,24,0.67,294,401,5,4254,268.0,136.0,1,2022,8,2022,8,2022
61,1,3,88.0,51.0,13.0,2023,3,0,5,20.0,2.0,3,1,3,13500000,153409,1,25,0.04,332,109,1,1537,434.0,80.0,7,2022,7,2022,9,2022
62,2,1,32.70000076293945,17.299999237060547,6.900000095367432,1974,2,2,9,9.0,3.0,1,1,2,3900000,119266,0,21,0.05,131,243,14,1434,261.0,275.0,7,2022,7,2022,7,2022
63,2,2,31.0,18.0,6.0,1967,1,2,2,5.0,2.0,1,0,1,3150000,101613,0,32,0.03,263,1086,9,4550,851.0,219.0,7,2022,7,2022,9,2022
64,2,1,34.599998474121094,17.200000762939453,7.5,1987,2,2,6,9.0,2.0,1,0,2,3800000,109827,1,31,0.06,138,396,9,2457,504.0,410.0,7,2022,7,2022,9,2022
65,1,1,41.599998474121094,19.5,10.800000190734863,2022,3,2,10,10.0,3.0,1,1,3,5100000,122537,0,3,0.67,168,552,5,4980,208.0,440.0,7,2022,7,2022,6,2022
66,1,2,51.79999923706055,24.799999237060547,13.5,2023,3,2,1,14.0,1.0,2,1,3,6526800,126000,0,23,0.09,835,1182,7,5556,970.0,842.0,7,2022,7,2022,9,2022
67,2,2,20.0,10.5,4.5,1977,2,2,8,9.0,2.0,1,0,1,2000000,100000,0,9,0.22,100,1275,15,1977,187.0,224.0,7,2022,7,2022,12,2022
68,1,2,27.200000762939453,12.100000381469727,5.0,2023,3,2,10,14.0,2.0,1,1,3,4520640,166200,0,20,0.1,835,1182,7,5556,970.0,842.0,7,2022,7,2022,9,2022
69,1,5,66.19999694824219,34.29999923706055,12.800000190734863,2023,3,2,14,21.0,2.0,2,1,3,8881392,134160,0,26,0.08,243,2235,7,5376,1080.8222222222223,303.5111111111111,7,2022,7,2022,9,2022
70,2,4,47.099998474121094,33.099998474121094,9.0,1973,2,2,8,9.0,2.0,2,0,1,5500000,116773,0,24,0.08,246,738,8,214,302.0,216.0,7,2022,7,2022,9,2022
71,2,1,30.5,18.100000381469727,5.0,1965,1,2,1,5.0,1.0,1,0,1,3800000,124590,1,19,0.05,373,795,5,3537,743.0,234.0,7,2022,7,2022,9,2022
72,2,1,42.900001525878906,26.899999618530273,6.900000095367432,1995,2,2,7,9.0,2.0,2,0,2,4800000,111888,0,6,0.17,261,613,8,1402,286.0,274.0,7,2022,7,2022,10,2022
73,2,1,73.69999694824219,38.79999923706055,14.800000190734863,2010,3,2,9,17.0,2.0,2,1,2,8980000,121845,1,19,0.05,34,1145,3,2574,627.0,251.0,7,2022,7,2022,9,2022
74,2,1,63.0,37.70000076293945,9.100000381469727,1981,2,2,5,9.0,2.0,3,0,2,6990000,110952,1,19,0.05,57,1397,5,4838,209.0,151.0,7,2022,7,2022,9,2022
75,2,2,57.79999923706055,29.899999618530273,10.899999618530273,2015,3,2,6,10.0,2.0,2,0,1,7100000,122837,0,14,0.07,952,1545,11,5608,674.0,577.0,7,2022,7,2022,8,2022
76,2,3,85.4000015258789,56.5,9.5,1957,2,2,5,7.0,2.0,3,0,1,11240000,131616,0,13,0.08,65,160,2,173,56.0,322.0,7,2022,7,2022,9,2022
77,2,4,60.29999923706055,33.0,8.199999809265137,1955,1,2,4,5.0,2.0,2,1,1,7700000,127695,1,24,0.04,111,757,9,263,438.0,182.0,7,2022,7,2022,9,2022
78,2,1,56.0,30.5,11.0,2012,3,2,8,17.0,2.0,2,1,2,9400000,167857,0,2,0.5,116,229,2,2541,381.0,454.0,7,2022,7,2022,7,2022
79,2,1,47.29999923706055,31.899999618530273,6.400000095367432,1972,1,2,1,5.0,1.0,2,0,2,4800000,101480,1,28,0.04,266,787,8,534,327.0,379.0,7,2022,7,2022,9,2022
80,2,2,50.0,34.5,6.0,1970,1,2,1,5.0,1.0,3,1,2,5600000,112000,1,23,0.04,415,778,11,4351,243.0,160.0,7,2022,7,2022,9,2022
81,2,1,39.20000076293945,16.799999237060547,9.199999809265137,2013,3,2,3,19.0,2.0,1,1,2,5450000,139031,1,23,0.04,104,2755,7,5932,301.0,372.0,7,2022,7,2022,9,2022
82,2,1,83.5999984741211,52.900001525878906,12.100000381469727,2014,3,2,3,17.0,2.0,3,1,2,12200000,145933,1,24,0.04,421,951,5,1279,492.0,254.0,7,2022,7,2022,9,2022
83,2,4,100.4000015258789,65.4000015258789,12.5,1999,2,2,1,6.0,1.0,5,0,1,13500000,134462,1,27,0.07,188,630,4,4726,1371.0,1367.0,7,2022,7,2022,9,2022
84,1,1,44.20000076293945,19.0,10.600000381469727,2022,3,2,4,10.0,2.0,1,1,3,5420000,122597,1,26,0.08,168,552,5,4980,208.0,440.0,7,2022,7,2022,9,2022
85,2,1,115.5999984741211,70.0,12.899999618530273,2007,3,2,14,19.0,2.0,4,0,1,13500000,116782,0,2,1.0,540,813,5,1565,734.0,392.0,7,2022,7,2022,7,2022
86,2,1,115.5999984741211,70.0,12.899999618530273,2007,3,2,14,19.0,2.0,3,0,1,13500000,116782,0,26,0.88,540,813,5,1565,734.0,392.0,7,2022,11,2022,9,2022
87,2,3,35.70000076293945,23.0,7.5,1964,2,2,3,9.0,2.0,2,0,1,6170000,172829,0,1,2.0,601,194,2,1166,100.0,319.0,7,2022,7,2022,7,2022
88,2,1,19.100000381469727,12.0,3.0,1954,1,2,4,5.0,2.0,1,0,1,1930000,101047,1,70,0.03,400,200,9,2161,165.0,226.0,7,2022,7,2022,9,2022
89,2,1,39.20000076293945,16.799999237060547,9.800000190734863,2013,3,2,17,17.0,3.0,1,0,1,5500000,140306,1,28,0.07,277,3072,7,5979,348.0,207.0,7,2022,7,2022,9,2022
90,2,1,44.79999923706055,25.700000762939453,5.900000095367432,1960,1,2,1,3.0,1.0,2,1,1,3300000,73661,0,2,1.0,234,693,12,5323,598.0,148.0,7,2022,7,2022,7,2022
91,2,2,62.599998474121094,37.29999923706055,9.399999618530273,1978,2,2,4,9.0,2.0,3,1,1,5500000,87859,1,29,0.07,267,1504,16,2257,119.0,104.0,7,2022,7,2022,9,2022
92,2,1,44.79999923706055,28.600000381469727,5.800000190734863,1974,1,2,5,5.0,3.0,2,0,2,3700000,82589,0,15,0.33,540,412,12,5549,175.0,111.0,7,2022,7,2022,8,2022
93,2,1,21.5,12.0,5.0,1979,2,2,5,9.0,2.0,1,0,1,5150000,239535,0,22,0.23,107,190,2,2001,173.0,253.0,7,2022,7,2022,9,2022
94,2,1,62.900001525878906,43.599998474121094,7.0,1988,2,2,8,9.0,2.0,3,0,2,6500000,103339,0,12,0.42,56,403,10,1926,357.0,153.0,7,2022,7,2022,1,2022
95,2,1,54.599998474121094,37.900001525878906,7.400000095367432,1964,1,2,3,5.0,2.0,3,0,1,5650000,103480,0,3,1.67,94,407,7,170,181.0,122.0,7,2022,7,2022,7,2022
96,2,6,35.900001525878906,17.0,8.5,1974,2,2,9,9.0,3.0,1,0,1,4850000,135097,1,30,0.17,180,433,13,558,83.0,529.0,7,2022,7,2022,9,2022
97,2,1,53.20000076293945,35.599998474121094,5.599999904632568,1961,1,2,2,5.0,2.0,3,1,1,5100000,95865,0,15,0.33,184,162,8,2075,121.0,92.0,7,2022,7,2022,5,2022
98,2,1,31.0,19.299999237060547,6.0,1968,1,2,1,5.0,1.0,1,1,2,4200000,135484,1,25,0.2,66,1159,4,3716,298.0,175.0,7,2022,7,2022,9,2022
99,2,1,20.0,13.5,3.0,1977,1,2,3,5.0,2.0,1,0,1,1700000,85000,0,66,0.0,96,267,7,1039,65.0,244.0,7,2022,7,2022,8,2022
100,2,3,39.79999923706055,19.799999237060547,7.900000095367432,1986,2,2,10,12.0,2.0,1,0,1,6400000,160804,0,1,0.0,106,299,2,29,331.0,87.0,7,2022,7,2022,7,2022
101,2,1,39.400001525878906,17.100000381469727,9.0,2016,3,2,4,21.0,2.0,1,0,2,5150000,130711,1,19,0.0,337,794,6,991,917.0,648.0,7,2022,7,2022,9,2022
102,2,1,68.0999984741211,34.599998474121094,15.199999809265137,2013,3,2,7,19.0,2.0,2,0,1,10600000,155653,0,4,0.0,167,445,5,4212,504.0,318.0,7,2022,7,2022,5,2022
103,2,3,58.0,37.0,8.0,1999,1,2,2,4.0,2.0,2,0,1,9500000,163793,1,19,0.0,189,175,1,1370,358.0,124.0,7,2022,7,2022,9,2022
104,1,1,39.79999923706055,17.0,11.300000190734863,2016,3,2,8,9.0,2.0,1,1,2,5800000,145729,0,1,0.0,202,211,5,276,127.0,431.0,7,2022,7,2022,7,2022
105,2,1,33.400001525878906,11.5,7.0,1991,2,2,5,9.0,2.0,1,0,2,5000000,149701,0,10,0.6,219,888,5,1100,287.0,74.0,7,2022,7,2022,8,2022
106,1,1,37.20000076293945,17.0,11.300000190734863,2016,3,2,8,9.0,2.0,1,1,2,5500000,147849,0,20,1.05,202,211,5,276,127.0,431.0,7,2022,5,2022,9,2022
107,2,1,62.599998474121094,37.5,9.300000190734863,2000,2,2,8,10.0,2.0,3,0,2,7300000,116613,0,8,0.0,236,234,6,5283,325.0,499.0,7,2022,7,2022,9,2022
108,2,1,42.900001525878906,17.100000381469727,11.5,1991,2,2,5,9.0,2.0,1,0,2,5000000,116550,0,4,0.0,219,888,5,1100,287.0,74.0,7,2022,7,2022,7,2022
109,2,1,32.400001525878906,16.0,7.900000095367432,2000,2,2,2,10.0,2.0,1,0,2,5500000,169753,1,8,0.12,124,97,6,5464,396.0,384.0,7,2022,7,2022,9,2022
110,2,6,31.299999237060547,19.0,5.5,1962,1,2,2,5.0,2.0,1,0,2,3300000,105431,0,21,0.05,134,445,13,598,241.0,115.0,7,2022,7,2022,8,2022
111,2,1,50.29999923706055,29.600000381469727,9.0,1991,2,2,1,10.0,1.0,2,1,2,6000000,119284,1,8,0.12,148,213,5,960,611.0,684.0,7,2022,7,2022,9,2022
112,2,4,33.29999923706055,17.399999618530273,7.800000190734863,1994,1,2,3,5.0,2.0,1,0,2,3400000,102102,1,15,0.07,479,4963,12,7988,1494.0,451.0,7,2022,7,2022,9,2022
113,2,1,47.70000076293945,26.799999237060547,8.0,1995,2,2,4,10.0,2.0,2,1,1,6950000,145702,0,6,0.17,427,439,6,1117,192.0,282.0,7,2022,7,2022,8,2022
114,2,1,56.0,41.20000076293945,6.300000190734863,1962,2,2,2,6.0,2.0,3,0,1,4950000,88393,0,1,1.0,121,195,6,4351,195.0,254.0,7,2022,7,2022,7,2022
115,2,4,30.700000762939453,16.799999237060547,6.699999809265137,1969,1,2,3,5.0,2.0,1,1,1,3400000,110749,1,11,0.18,265,637,7,1693,69.0,651.0,7,2022,7,2022,9,2022
116,2,4,42.099998474121094,27.0,6.0,1965,1,2,1,5.0,1.0,2,0,1,5600000,133017,1,8,0.25,244,709,6,690,484.0,115.0,7,2022,7,2022,9,2022
117,2,3,90.0999984741211,60.0,15.399999618530273,2006,3,2,7,10.0,2.0,3,0,1,15000000,166482,1,8,0.25,266,189,2,429,332.0,207.0,7,2022,7,2022,9,2022
118,2,1,69.4000015258789,47.599998474121094,8.800000190734863,1955,1,2,4,4.0,3.0,3,1,1,10800000,155620,0,1,2.0,218,756,2,1719,294.0,344.0,7,2022,7,2022,7,2022
119,2,1,22.0,11.0,8.0,1962,1,2,3,3.0,3.0,1,0,1,2500000,113636,1,12,0.17,164,724,4,2725,293.0,131.0,7,2022,7,2022,9,2022
120,2,1,85.0,50.79999923706055,10.5,2012,3,2,11,18.0,2.0,3,0,1,12000000,141176,1,8,0.25,595,539,5,554,443.0,284.0,7,2022,7,2022,9,2022
121,2,1,66.19999694824219,38.0,9.100000381469727,1983,2,2,7,9.0,2.0,3,0,2,7700000,116314,1,9,0.22,54,476,5,1688,299.0,540.0,7,2022,7,2022,9,2022
122,2,1,20.600000381469727,11.5,4.699999809265137,1979,2,2,6,9.0,2.0,1,0,1,2500000,121359,1,23,0.09,464,791,11,5543,559.0,465.0,7,2022,7,2022,9,2022
123,2,3,78.80000305175781,44.5,18.200000762939453,2005,3,2,4,10.0,2.0,2,1,1,31330000,397589,1,16,0.12,78,245,2,260,251.0,156.0,7,2022,7,2022,9,2022
124,2,1,42.599998474121094,27.799999237060547,5.699999809265137,1968,1,2,5,5.0,3.0,2,1,2,4599990,107981,0,2,1.0,315,117,6,361,288.0,243.0,7,2022,7,2022,7,2022
125,2,1,32.0,18.0,6.0,1943,1,2,1,3.0,1.0,1,1,1,4200000,131250,0,10,0.2,112,516,2,1290,143.0,108.0,7,2022,7,2022,9,2022
126,2,1,81.5,42.599998474121094,11.699999809265137,2005,3,2,9,12.0,2.0,2,0,1,11700000,143558,1,9,0.22,341,404,3,964,234.0,421.0,7,2022,7,2022,9,2022
127,2,1,38.900001525878906,23.899999618530273,6.199999809265137,1970,1,2,3,5.0,2.0,2,1,2,4100000,105398,1,8,0.25,14,949,3,1687,856.0,663.0,7,2022,7,2022,9,2022
128,2,1,31.200000762939453,18.399999618530273,5.5,1959,1,2,3,5.0,2.0,1,0,1,3250000,104167,1,11,0.18,762,2763,16,6466,759.0,3069.0,7,2022,7,2022,9,2022
129,2,1,93.0,58.70000076293945,7.900000095367432,1956,1,2,5,5.0,3.0,3,0,1,12000000,129032,1,6,0.33,99,415,13,765,85.0,175.0,7,2022,7,2022,9,2022
130,2,4,41.099998474121094,16.0,9.600000381469727,2013,3,2,3,14.0,2.0,1,0,2,6190000,150608,0,2,1.5,54,2516,11,3877,361.0,248.0,12,2022,7,2022,7,2022
131,2,1,64.0,48.400001525878906,6.099999904632568,1967,1,2,4,5.0,2.0,3,0,1,9600000,150000,0,2,1.5,218,250,13,877,355.0,172.0,12,2022,7,2022,7,2022
132,2,1,44.900001525878906,30.799999237060547,5.599999904632568,1964,1,2,5,5.0,3.0,2,0,1,4400000,97996,0,3,1.0,399,308,14,1075,319.0,140.0,12,2022,7,2022,7,2022
133,2,1,59.0,43.0,12.0,1972,1,2,2,5.0,2.0,3,0,1,6300000,106780,0,10,0.3,143,722,15,1355,337.0,296.0,12,2022,7,2022,9,2022
134,2,2,46.0,30.0,6.0,1972,2,2,4,9.0,2.0,2,1,1,4370000,95000,0,2,2.0,310,1026,15,1701,236.0,119.0,11,2022,7,2022,7,2022
135,2,2,47.900001525878906,17.0,13.800000190734863,2016,3,2,1,17.0,1.0,1,0,2,6700000,139875,1,6,0.83,379,711,6,1980,666.0,700.0,10,2022,7,2022,9,2022
136,2,1,60.0,7.199999809265137,38.0,1977,2,2,1,9.0,1.0,3,0,1,8700000,145000,1,6,0.83,461,1075,8,682,247.0,325.0,10,2022,7,2022,9,2022
137,2,7,33.20000076293945,17.200000762939453,8.0,1982,2,2,4,9.0,2.0,1,0,2,3400000,102410,0,1,2.0,892,1219,10,1063,1075.0,934.0,9,2022,11,2022,11,2022
138,2,1,45.0,30.399999618530273,5.5,1964,1,2,4,5.0,2.0,2,1,2,4000000,88889,1,16,0.12,142,639,10,130,1106.0,830.0,9,2022,11,2022,9,2022
139,2,2,24.899999618530273,10.0,5.5,1966,1,2,4,5.0,2.0,1,0,1,3300000,132530,0,13,0.15,339,1971,10,4927,164.0,108.0,9,2022,11,2022,9,2022
140,2,1,29.0,17.799999237060547,5.099999904632568,1979,2,2,4,9.0,2.0,1,0,1,3250000,112069,1,7,0.14,281,372,11,1550,378.0,374.0,8,2022,9,2022,9,2022
141,2,1,51.29999923706055,34.0,6.0,1978,2,2,9,9.0,3.0,3,0,2,5100000,99415,1,10,0.1,186,241,6,554,134.0,85.0,8,2022,9,2022,9,2022
142,2,1,70.5,44.79999923706055,8.0,1946,1,2,1,2.0,1.0,3,0,4,4000000,56738,1,5,0.4,144,1122,10,3138,519.0,273.0,7,2022,9,2022,9,2022
143,2,1,57.900001525878906,39.20000076293945,9.0,1970,2,2,2,9.0,2.0,3,0,2,6000000,103627,0,20,0.1,96,505,11,1111,534.0,199.0,7,2022,9,2022,9,2022
